siteid,academicyear,schoolname,districtname,schooltype,nslpstatus,ischarterschool,charterschoolnumber,charterfundingtype,isirc,lowgrade,highgrade,enrollment_k-12,freemealcount_k-12,frpmcount_k-12,enrollment_5-17,freemealcount_5-17,frpmcount_5-17,iscalpadscertified,schooltypegroup,districttype,educationaloptiontype,districtcode,schoolcode
1313,2014-2015,GLEN VIEW ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),,FALSE,,,FALSE,K,5,746,520,605,726,510,590,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,6038939
1149,2014-2015,EUCALYPTUS HILLS ELEMENTARY,LAKESIDE UNION ELEMENTARY,Elementary Schools (Public),,FALSE,,,FALSE,P,K,109,34,47,38,15,15,TRUE,Elementary School,Elementary School District,TRADITIONAL,68189,129288
1677,2014-2015,IRA HARBISON,NATIONAL ELEMENTARY,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,6,566,249,320,554,245,316,TRUE,Elementary School,Elementary School District,TRADITIONAL,68221,6038764
1513,2014-2015,HIGH TECH HIGH INTERNATIONAL,SAN DIEGO UNIFIED,High Schools (Public),,TRUE,623,DIRECTLY FUNDED,TRUE,9,12,400,100,144,384,95,139,TRUE,High School,Unified School District,TRADITIONAL,68338,106732
2457,2016-2017,MONTECITO HIGH (CONTINUATION),RAMONA CITY UNIFIED,Continuation High Schools,,,,,FALSE,9,12,131,51,55,115,46,50,TRUE,Other,Unified School District,CONTINUATION SCHOOL,68304,3735958
2049,2016-2017,LAUREL PREPARATORY ACADEMY,SAN DIEGO UNIFIED,K-12 Schools (Public),,,1600,DIRECTLY FUNDED,TRUE,6,12,145,69,83,121,56,69,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,128744
1265,2016-2017,FRANKLIN ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,324,210,261,319,207,258,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039606
2545,2016-2017,MUIRLANDS MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1052,220,249,1052,220,249,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6059687
501,2016-2017,CARLTON OAKS ELEMENTARY,SANTEE,Elementary Schools (Public),,,,,FALSE,K,8,830,165,233,830,165,233,TRUE,Elementary School,Elementary School District,TRADITIONAL,68361,6068159
2485,2016-2017,MONTGOMERY MIDDLE,SWEETWATER UNION HIGH,Intermediate/Middle Schools (Public),,,,,FALSE,7,8,839,444,552,839,444,552,TRUE,Middle School,High School District,TRADITIONAL,68411,6070890
401,2016-2017,CALAVERA HILLS ELEMENTARY,CARLSBAD UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,468,152,190,468,152,190,TRUE,Elementary School,Unified School District,TRADITIONAL,73551,6120711
1541,2016-2017,HIGH TECH MIDDLE NORTH COUNTY,SBC - HIGH TECH HIGH,Intermediate/Middle Schools (Public),,,756,DIRECTLY FUNDED,FALSE,6,8,334,111,159,334,111,159,TRUE,Middle School,Statewide Benefit Charter,TRADITIONAL,76471,119271
1557,2017-2018,HILLSDALE MIDDLE,CAJON VALLEY UNION,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1532,527,605,1532,527,605,TRUE,Middle School,Elementary School District,TRADITIONAL,67991,6112890
2061,2017-2018,LEARNING LATITUDES CHARTER,DEHESA ELEMENTARY,K-12 Schools (Public),,,1892,DIRECTLY FUNDED,TRUE,K,12,627,267,300,599,253,285,TRUE,Elementary School,Elementary School District,TRADITIONAL,68049,136416
2309,2017-2018,MARY FAY PENDLETON ELEMENTARY,FALLBROOK UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,8,772,76,360,761,75,353,TRUE,Elementary School,Elementary School District,TRADITIONAL,68114,6038301
3005,2015-2016,PACIFIC RIM ELEMENTARY,CARLSBAD UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,799,27,41,799,27,41,TRUE,Elementary School,Unified School District,TRADITIONAL,73551,6116578
1525,2015-2016,HIGH TECH HIGH NORTH COUNTY,SBC - HIGH TECH HIGH,High Schools (Public),None,TRUE,756,DIRECTLY FUNDED,FALSE,9,12,484,99,147,472,98,146,TRUE,High School,Statewide Benefit Charter,TRADITIONAL,76471,114694
1461,2016-2017,HEDENKAMP (ANNE AND WILLIAM) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,1074,168,266,1048,166,262,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,101592
885,2016-2017,DEL MAR HILLS ELEMENTARY,DEL MAR UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,313,27,35,313,27,35,TRUE,Elementary School,Elementary School District,TRADITIONAL,68056,6088983
2185,2016-2017,LOMA ELEMENTARY,LA MESA-SPRING VALLEY,Elementary Schools (Public),,,,,FALSE,K,6,342,160,220,342,160,220,TRUE,Elementary School,Elementary School District,TRADITIONAL,68197,6098446
3173,2014-2015,PREUSS SCHOOL UCSD,SAN DIEGO UNIFIED,High Schools (Public),Provision 2,TRUE,169,DIRECTLY FUNDED,TRUE,6,12,846,646,807,844,644,805,TRUE,High School,Unified School District,TRADITIONAL,68338,3731189
1869,2014-2015,KEILLER LEADERSHIP ACADEMY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,TRUE,695,DIRECTLY FUNDED,FALSE,K,8,515,322,398,509,319,395,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039812
841,2014-2015,DAILARD ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,534,73,102,530,72,101,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6096879
505,2014-2015,CARMEL CREEK ELEMENTARY,SOLANA BEACH ELEMENTARY,Elementary Schools (Public),,FALSE,,,FALSE,K,3,356,5,7,331,4,6,TRUE,Elementary School,Elementary School District,TRADITIONAL,68387,6112353
269,2014-2015,BELLA MENTE MONTESSORI ACADEMY,VISTA UNIFIED,Elementary Schools (Public),,TRUE,1515,DIRECTLY FUNDED,TRUE,K,8,536,68,95,509,66,90,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,128223
3785,2014-2015,STUART MESA ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,8,613,138,355,589,135,350,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6115299
489,2016-2017,CARLSBAD SEASIDE ACADEMY,CARLSBAD UNIFIED,Alternative Schools of Choice,,,,,FALSE,9,12,48,5,5,47,5,5,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,73551,3731163
2113,2016-2017,LILAC,VALLEY CENTER-PAUMA UNIFIED,Elementary Schools (Public),,,,,FALSE,K,6,569,232,268,557,228,264,TRUE,Elementary School,Unified School District,TRADITIONAL,75614,100511
2349,2017-2018,MERIDIAN ELEMENTARY,CAJON VALLEY UNION,Elementary Schools (Public),CEP,,,,FALSE,K,5,624,458,507,616,453,501,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,6037717
773,2017-2018,CORONADO HIGH,CORONADO UNIFIED,High Schools (Public),,,,,FALSE,9,12,1160,74,94,1117,72,92,TRUE,High School,Unified School District,TRADITIONAL,68031,3731478
1137,2017-2018,ESCONDIDO CHARTER HIGH,ESCONDIDO UNION HIGH,High Schools (Public),,,109,DIRECTLY FUNDED,TRUE,9,12,818,217,327,781,204,311,TRUE,High School,High School District,TRADITIONAL,68106,3731023
1677,2016-2017,IRA HARBISON,NATIONAL ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,552,280,361,538,271,350,TRUE,Elementary School,Elementary School District,TRADITIONAL,68221,6038764
2053,2016-2017,LEARNING CHOICE ACADEMY,SAN DIEGO UNIFIED,K-12 Schools (Public),,,659,DIRECTLY FUNDED,TRUE,K,12,950,347,506,923,339,496,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,106799
3585,2016-2017,SCRIPPS RANCH HIGH,SAN DIEGO UNIFIED,High Schools (Public),,,,,FALSE,9,12,2182,307,381,2145,298,369,TRUE,High School,Unified School District,TRADITIONAL,68338,3730884
1733,2016-2017,JEFFERSON ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,367,219,261,353,214,254,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039770
4161,2016-2017,WALKER ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,409,245,292,400,244,289,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6089064
3661,2016-2017,SOLANA RANCH ELEMENTARY,SOLANA BEACH ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,550,16,20,550,16,20,TRUE,Elementary School,Elementary School District,TRADITIONAL,68387,129049
1537,2015-2016,HIGH TECH MIDDLE MEDIA ARTS,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),None,TRUE,660,DIRECTLY FUNDED,TRUE,6,8,312,113,155,312,113,155,TRUE,Middle School,Unified School District,TRADITIONAL,68338,107573
1469,2015-2016,HENRY HIGH,SAN DIEGO UNIFIED,High Schools (Public),None,FALSE,,,FALSE,9,12,2384,748,961,2342,736,948,TRUE,High School,Unified School District,TRADITIONAL,68338,3732781
2141,2015-2016,LINDBERGH/SCHWEITZER ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,6,433,239,279,422,233,272,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039887
4113,2015-2016,VISTA GRANDE ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,427,134,211,413,131,204,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6099089
1093,2015-2016,EMORY ELEMENTARY,SOUTH BAY UNION,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,6,587,362,441,580,359,437,TRUE,Elementary School,Elementary School District,TRADITIONAL,68395,6040489
4121,2015-2016,VISTA HIGH,VISTA UNIFIED,High Schools (Public),None,FALSE,,,FALSE,9,12,2524,1316,1574,2450,1277,1528,TRUE,High School,Unified School District,TRADITIONAL,68452,3738705
49,2014-2015,ALBA,SAN DIEGO UNIFIED,District Community Day Schools,,FALSE,,,FALSE,1,12,24,19,19,24,19,19,TRUE,Other,Unified School District,COMMUNITY DAY SCHOOL,68338,3731130
1793,2014-2015,JUAREZ ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,207,101,131,203,99,129,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039804
3761,2014-2015,STANDLEY MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),,FALSE,,,FALSE,6,8,1072,255,377,1072,255,377,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6096598
3665,2014-2015,SOLANA SANTA FE ELEMENTARY,SOLANA BEACH ELEMENTARY,Elementary Schools (Public),,FALSE,,,FALSE,K,6,390,10,19,390,10,19,TRUE,Elementary School,Elementary School District,TRADITIONAL,68387,6111181
4145,2014-2015,VISTA VISIONS ACADEMY,VISTA UNIFIED,Alternative Schools of Choice,,FALSE,,,FALSE,K,12,95,31,39,93,31,39,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,68452,126300
2301,2014-2015,MARTIN LUTHER KING JR. MIDDLE,OCEANSIDE UNIFIED,Intermediate/Middle Schools (Public),,FALSE,,,FALSE,6,8,1576,615,888,1576,615,888,TRUE,Middle School,Unified School District,TRADITIONAL,73569,6111777
1785,2015-2016,JUAN BAUTISTA DE ANZA,BORREGO SPRINGS UNIFIED,High Schools (Public),None,TRUE,1021,DIRECTLY FUNDED,TRUE,7,12,70,34,42,65,30,38,TRUE,High School,Unified School District,TRADITIONAL,67983,117887
2541,2015-2016,MUELLER CHARTER (ROBERT L.),CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,TRUE,64,DIRECTLY FUNDED,FALSE,K,10,1297,883,1092,1277,871,1077,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037980
761,2015-2016,CONWAY ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,664,421,496,652,415,489,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,6038186
929,2015-2016,DIEGO VALLEY CHARTER,JULIAN UNION ELEMENTARY,K-12 Schools (Public),None,TRUE,1321,DIRECTLY FUNDED,TRUE,K,12,642,486,545,311,222,257,TRUE,Elementary School,Elementary School District,TRADITIONAL,68163,124271
465,2015-2016,CAMPO HIGH (CONTINUATION),MOUNTAIN EMPIRE UNIFIED,Continuation High Schools,None,FALSE,,,FALSE,9,12,17,13,16,6,6,6,TRUE,Other,Unified School District,CONTINUATION SCHOOL,68213,3730934
1785,2014-2015,JUAN BAUTISTA DE ANZA,BORREGO SPRINGS UNIFIED,High Schools (Public),,TRUE,1021,DIRECTLY FUNDED,TRUE,7,12,86,49,60,78,46,56,TRUE,High School,Unified School District,TRADITIONAL,67983,117887
2541,2014-2015,MUELLER CHARTER (ROBERT L.),CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,TRUE,64,DIRECTLY FUNDED,FALSE,K,9,1173,803,1014,1151,791,996,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037980
761,2014-2015,CONWAY ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),,FALSE,,,FALSE,K,5,693,486,557,680,480,549,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,6038186
1801,2014-2015,JULIAN CHARTER,JULIAN UNION ELEMENTARY,K-12 Schools (Public),,TRUE,267,DIRECTLY FUNDED,TRUE,K,12,2467,638,892,2424,620,871,TRUE,Elementary School,Elementary School District,TRADITIONAL,68163,3731239
461,2014-2015,CAMPO ELEMENTARY,MOUNTAIN EMPIRE UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,P,8,395,245,285,375,234,273,TRUE,Elementary School,Unified School District,TRADITIONAL,68213,6038681
2925,2014-2015,OLIVE PEIRCE MIDDLE,RAMONA CITY UNIFIED,Intermediate/Middle Schools (Public),,FALSE,,,FALSE,7,8,847,276,367,847,276,367,TRUE,Middle School,Unified School District,TRADITIONAL,68304,6105563
2261,2016-2017,MAJOR GENERAL RAYMOND MURRAY HIGH,VISTA UNIFIED,Continuation High Schools,,,,,FALSE,10,12,218,140,159,173,109,125,TRUE,Other,Unified School District,CONTINUATION SCHOOL,68452,115451
3269,2016-2017,REYNOLDS ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,624,301,431,614,298,425,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6106546
1745,2017-2018,JOAN MACQUEEN MIDDLE,ALPINE UNION ELEMENTARY,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,512,134,147,512,134,147,TRUE,Middle School,Elementary School District,TRADITIONAL,67967,6037535
3273,2017-2018,RICE (LILIAN J.) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,611,429,502,611,429,502,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037931
257,2017-2018,BEAR VALLEY MIDDLE,ESCONDIDO UNION,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1069,573,674,1069,573,674,TRUE,Middle School,Elementary School District,TRADITIONAL,68098,102590
1685,2016-2017,IVY HIGH (CONTINUATION),FALLBROOK UNION HIGH,Continuation High Schools,,,,,FALSE,9,12,130,81,89,98,61,67,TRUE,Other,High School District,CONTINUATION SCHOOL,68122,3732195
2553,2016-2017,MURDOCK ELEMENTARY,LA MESA-SPRING VALLEY,Elementary Schools (Public),,,,,FALSE,K,6,666,143,174,666,143,174,TRUE,Elementary School,Elementary School District,TRADITIONAL,68197,6070833
1837,2014-2015,KAVOD ELEMENTARY CHARTER,SAN DIEGO UNIFIED,Elementary Schools (Public),,TRUE,1447,DIRECTLY FUNDED,FALSE,K,5,92,16,25,91,16,25,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,126730
1245,2014-2015,FLORENCE ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,262,152,202,250,144,193,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039572
2297,2014-2015,MARSTON MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),,FALSE,,,FALSE,6,8,739,328,439,739,328,439,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6059653
3177,2014-2015,PRIDE ACADEMY AT PROSPECT AVENUE,SANTEE,Elementary Schools (Public),,FALSE,,,FALSE,K,8,572,260,358,554,253,350,TRUE,Elementary School,Elementary School District,TRADITIONAL,68361,6040380
3697,2014-2015,SOUTHWEST MIDDLE,SWEETWATER UNION HIGH,Intermediate/Middle Schools (Public),,FALSE,,,FALSE,7,8,675,489,583,675,489,583,TRUE,Middle School,High School District,TRADITIONAL,68411,6062012
3017,2014-2015,PACIFIC VIEW CHARTER,OCEANSIDE UNIFIED,K-12 Schools (Public),,TRUE,247,DIRECTLY FUNDED,TRUE,K,12,348,134,181,314,120,161,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,3731221
369,2016-2017,BUENA VISTA ELEMENTARY,CARLSBAD UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,288,53,74,267,51,71,TRUE,Elementary School,Unified School District,TRADITIONAL,73551,6037774
4045,2016-2017,VALLEY CENTER HIGH,VALLEY CENTER-PAUMA UNIFIED,High Schools (Public),,,,,FALSE,9,12,1154,409,518,1108,391,495,TRUE,High School,Unified School District,TRADITIONAL,75614,3731114
2565,2017-2018,NARANCA ELEMENTARY,CAJON VALLEY UNION,Elementary Schools (Public),CEP,,,,FALSE,K,5,823,692,729,812,682,718,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,6037725
785,2017-2018,CORONADO VILLAGE ELEMENTARY,CORONADO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,785,65,82,776,65,82,TRUE,Elementary School,Unified School District,TRADITIONAL,68031,6038053
4065,2017-2018,VALLEY HIGH (CONTINUATION),ESCONDIDO UNION HIGH,Continuation High Schools,,,,,FALSE,9,12,229,187,199,195,159,171,TRUE,Other,High School District,CONTINUATION SCHOOL,68106,3732054
