"academicyear","countycode","districtcode","schoolcode","countyname","districname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2014-2015",37,68361,6040406,"SAN DIEGO","SANTEE","SYCAMORE CANYON ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",329,53,16.1,78,23.7,328,53,16.2,77,23.5,TRUE,"Elementary School"
"2014-2015",37,68361,6068159,"SAN DIEGO","SANTEE","CARLTON OAKS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","8",815,139,17.1,191,23.4,815,139,17.1,191,23.4,TRUE,"Elementary School"
"2014-2015",37,68361,6085153,"SAN DIEGO","SANTEE","RIO SECO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","8",980,232,23.7,300,30.6,976,231,23.7,299,30.6,TRUE,"Elementary School"
"2014-2015",37,68361,6085161,"SAN DIEGO","SANTEE","HILL CREEK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","8",749,202,27,270,36,732,200,27.3,268,36.6,TRUE,"Elementary School"
"2014-2015",37,68361,6111041,"SAN DIEGO","SANTEE","SANTEE ALTERNATIVE","Elementary School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",FALSE,NA,"",FALSE,"K","8",34,10,29.4,11,32.4,33,10,30.3,11,33.3,TRUE,"Other"
"2014-2015",37,68361,6120190,"SAN DIEGO","SANTEE","SANTEE SUCCESS PROGRAM","Elementary School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",FALSE,NA,"",FALSE,"K","8",9,6,66.7,8,88.9,9,6,66.7,8,88.9,TRUE,"Other"
"2014-2015",37,68379,123000,"SAN DIEGO","SAN YSIDRO ELEMENTARY","WILLOW ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","8",1029,831,80.8,905,87.9,1029,831,80.8,905,87.9,TRUE,"Elementary School"
"2014-2015",37,68379,125518,"SAN DIEGO","SAN YSIDRO ELEMENTARY","VISTA DEL MAR","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","3",550,234,42.5,294,53.5,535,230,43,289,54,TRUE,"Elementary School"
"2014-2015",37,68379,6085146,"SAN DIEGO","SAN YSIDRO ELEMENTARY","SMYTHE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","3",693,514,74.2,565,81.5,648,479,73.9,525,81,TRUE,"Elementary School"
"2014-2015",37,68379,6089007,"SAN DIEGO","SAN YSIDRO ELEMENTARY","LA MIRADA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"4","6",498,399,80.1,434,87.1,498,399,80.1,434,87.1,TRUE,"Elementary School"
"2014-2015",37,68379,6093264,"SAN DIEGO","SAN YSIDRO ELEMENTARY","SUNSET ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"P","6",817,641,78.5,726,88.9,816,641,78.6,726,89,TRUE,"Elementary School"
"2014-2015",37,68379,6098453,"SAN DIEGO","SAN YSIDRO ELEMENTARY","SAN YSIDRO MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"7","8",573,405,70.7,442,77.1,573,405,70.7,442,77.1,TRUE,"Middle School"
"2014-2015",37,68379,6119341,"SAN DIEGO","SAN YSIDRO ELEMENTARY","OCEAN VIEW HILLS","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"4","8",682,278,40.8,361,52.9,682,278,40.8,361,52.9,TRUE,"Elementary School"
"2014-2015",37,68387,105825,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA PACIFIC ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"4","6",577,14,2.4,20,3.5,577,14,2.4,20,3.5,TRUE,"Elementary School"
"2014-2015",37,68387,129049,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA RANCH ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",470,16,3.4,22,4.7,470,16,3.4,22,4.7,TRUE,"Elementary School"
"2014-2015",37,68387,6040455,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SKYLINE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",554,66,11.9,78,14.1,554,66,11.9,78,14.1,TRUE,"Elementary School"
"2014-2015",37,68387,6070882,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA VISTA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","3",458,68,14.8,84,18.3,445,66,14.8,82,18.4,TRUE,"Elementary School"
"2014-2015",37,68387,6106140,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA HIGHLANDS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","3",341,2,0.6,4,1.2,326,2,0.6,4,1.2,TRUE,"Elementary School"
"2014-2015",37,68387,6111181,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA SANTA FE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",390,10,2.6,19,4.9,390,10,2.6,19,4.9,TRUE,"Elementary School"
"2014-2015",37,68387,6112353,"SAN DIEGO","SOLANA BEACH ELEMENTARY","CARMEL CREEK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","3",356,5,1.4,7,2,331,4,1.2,6,1.8,TRUE,"Elementary School"
"2014-2015",37,68395,1,"SAN DIEGO","SOUTH BAY UNION","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",1,0,0,0,0,1,0,0,0,0,TRUE,NA
"2014-2015",37,68395,6040463,"SAN DIEGO","SOUTH BAY UNION","BAYSIDE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","6",503,341,67.8,377,75,503,341,67.8,377,75,TRUE,"Elementary School"
"2014-2015",37,68395,6040471,"SAN DIEGO","SOUTH BAY UNION","CENTRAL ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","6",551,365,66.2,391,71,538,360,66.9,385,71.6,TRUE,"Elementary School"
"2014-2015",37,68395,6040489,"SAN DIEGO","SOUTH BAY UNION","EMORY ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",632,365,57.8,460,72.8,606,348,57.4,441,72.8,TRUE,"Elementary School"
"2014-2015",37,68395,6040505,"SAN DIEGO","SOUTH BAY UNION","IMPERIAL BEACH CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",TRUE,1418,"LOCALLY FUNDED",FALSE,"K","8",921,390,42.3,526,57.1,920,389,42.3,525,57.1,TRUE,"Elementary School"
"2014-2015",37,68395,6040513,"SAN DIEGO","SOUTH BAY UNION","NESTOR LANGUAGE ACADEMY CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",TRUE,1252,"LOCALLY FUNDED",FALSE,"K","8",935,370,39.6,572,61.2,935,370,39.6,572,61.2,TRUE,"Elementary School"
"2014-2015",37,68395,6040521,"SAN DIEGO","SOUTH BAY UNION","ONEONTA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",563,349,62,451,80.1,544,338,62.1,438,80.5,TRUE,"Elementary School"
"2014-2015",37,68395,6040539,"SAN DIEGO","SOUTH BAY UNION","SUNNYSLOPE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","6",503,285,56.7,336,66.8,503,285,56.7,336,66.8,TRUE,"Elementary School"
"2014-2015",37,68395,6067029,"SAN DIEGO","SOUTH BAY UNION","GODFREY G. BERRY ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","6",551,386,70.1,429,77.9,535,375,70.1,418,78.1,TRUE,"Elementary School"
"2014-2015",37,68395,6094973,"SAN DIEGO","SOUTH BAY UNION","HOWARD PENCE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","6",671,412,61.4,459,68.4,671,412,61.4,459,68.4,TRUE,"Elementary School"
"2014-2015",37,68395,6098487,"SAN DIEGO","SOUTH BAY UNION","GEORGE NICOLOFF ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","6",837,506,60.5,553,66.1,802,487,60.7,533,66.5,TRUE,"Elementary School"
"2014-2015",37,68395,6116008,"SAN DIEGO","SOUTH BAY UNION","TEOFILO MENDOZA","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","6",978,557,57,645,66,963,548,56.9,635,65.9,TRUE,"Elementary School"
"2014-2015",37,68403,125401,"SAN DIEGO","SPENCER VALLEY ELEMENTARY","INSIGHT @ SAN DIEGO","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,1371,"DIRECTLY FUNDED",TRUE,"K","12",49,28,57.1,31,63.3,47,27,57.4,30,63.8,TRUE,"Elementary School"
"2014-2015",37,68403,6040554,"SAN DIEGO","SPENCER VALLEY ELEMENTARY","SPENCER VALLEY ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","8",35,9,25.7,10,28.6,33,9,27.3,10,30.3,TRUE,"Elementary School"
"2014-2015",37,68403,6120893,"SAN DIEGO","SPENCER VALLEY ELEMENTARY","CALIFORNIA VIRTUAL ACADEMY @ SAN DIEGO","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,493,"DIRECTLY FUNDED",TRUE,"K","12",3121,1306,41.8,1744,55.9,3021,1261,41.7,1689,55.9,TRUE,"Elementary School"
"2014-2015",37,68411,0,"SAN DIEGO","SWEETWATER UNION HIGH","DISTRICT OFFICE","High School District",NA,NA,"",NA,NA,NA,NA,"P","Adult",510,157,30.8,166,32.5,339,108,31.9,116,34.2,TRUE,NA
"2014-2015",37,68411,1,"SAN DIEGO","SWEETWATER UNION HIGH","NONPUBLIC, NONSECTARIAN SCHOOLS","High School District",NA,NA,"",NA,NA,NA,NA,"","",80,13,16.3,13,16.3,58,10,17.2,10,17.2,TRUE,NA
"2014-2015",37,68411,111831,"SAN DIEGO","SWEETWATER UNION HIGH","OLYMPIAN HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2367,423,17.9,637,26.9,2328,415,17.8,626,26.9,TRUE,"High School"
"2014-2015",37,68411,115873,"SAN DIEGO","SWEETWATER UNION HIGH","EAST HILLS ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",FALSE,NA,"",FALSE,"7","12",82,40,48.8,53,64.6,64,32,50,42,65.6,TRUE,"Other"
"2014-2015",37,68411,126086,"SAN DIEGO","SWEETWATER UNION HIGH","STEPHEN W. HAWKING CHARTER","High School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,1407,"LOCALLY FUNDED",FALSE,"K","12",330,163,49.4,229,69.4,316,155,49.1,219,69.3,TRUE,"Elementary School"
"2014-2015",37,68411,128082,"SAN DIEGO","SWEETWATER UNION HIGH","STEPHEN W. HAWKINGS II SCIENCE, TECHNOLOGY, ENGINEERING, ART AND MATH CHARTER","High School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,1524,"LOCALLY FUNDED",FALSE,"K","12",270,185,68.5,229,84.8,256,174,68,215,84,TRUE,"Elementary School"
"2014-2015",37,68411,3730124,"SAN DIEGO","SWEETWATER UNION HIGH","SOUTHWEST SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1717,1041,60.6,1273,74.1,1642,1009,61.4,1235,75.2,TRUE,"High School"
"2014-2015",37,68411,3730405,"SAN DIEGO","SWEETWATER UNION HIGH","BONITA VISTA SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2487,497,20,689,27.7,2401,477,19.9,666,27.7,TRUE,"High School"
"2014-2015",37,68411,3730801,"SAN DIEGO","SWEETWATER UNION HIGH","CASTLE PARK SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1474,892,60.5,1116,75.7,1404,856,61,1073,76.4,TRUE,"High School"
"2014-2015",37,68411,3730843,"SAN DIEGO","SWEETWATER UNION HIGH","EASTLAKE HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",3079,394,12.8,594,19.3,2977,378,12.7,574,19.3,TRUE,"High School"
"2014-2015",37,68411,3731064,"SAN DIEGO","SWEETWATER UNION HIGH","CHULA VISTA SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2679,1471,54.9,1805,67.4,2613,1440,55.1,1767,67.6,TRUE,"High School"
"2014-2015",37,68411,3731155,"SAN DIEGO","SWEETWATER UNION HIGH","OPTIONS SECONDARY","High School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",FALSE,NA,"",FALSE,"7","12",226,124,54.9,139,61.5,215,118,54.9,132,61.4,TRUE,"Other"
"2014-2015",37,68411,3731304,"SAN DIEGO","SWEETWATER UNION HIGH","MAAC COMMUNITY CHARTER","High School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,303,"DIRECTLY FUNDED",FALSE,"9","12",305,195,63.9,210,68.9,178,122,68.5,135,75.8,TRUE,"Elementary School"
"2014-2015",37,68411,3731460,"SAN DIEGO","SWEETWATER UNION HIGH","ALTA VISTA ACADEMY","High School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",FALSE,NA,"",FALSE,"7","12",40,31,77.5,32,80,38,29,76.3,30,78.9,TRUE,"Other"
"2014-2015",37,68411,3731502,"SAN DIEGO","SWEETWATER UNION HIGH","SAN YSIDRO HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2460,1432,58.2,1670,67.9,2287,1336,58.4,1562,68.3,TRUE,"High School"
"2014-2015",37,68411,3731627,"SAN DIEGO","SWEETWATER UNION HIGH","OTAY RANCH SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2640,559,21.2,780,29.5,2560,536,20.9,753,29.4,TRUE,"High School"
"2014-2015",37,68411,3732047,"SAN DIEGO","SWEETWATER UNION HIGH","PALOMAR HIGH","High School District","Continuation High Schools","CONTINUATION SCHOOL","",FALSE,NA,"",FALSE,"7","12",350,202,57.7,224,64,224,138,61.6,154,68.8,TRUE,"Other"
"2014-2015",37,68411,3732849,"SAN DIEGO","SWEETWATER UNION HIGH","HILLTOP SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2174,833,38.3,1149,52.9,2094,807,38.5,1117,53.3,TRUE,"High School"
"2014-2015",37,68411,3733953,"SAN DIEGO","SWEETWATER UNION HIGH","MAR VISTA SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1685,932,55.3,1118,66.4,1604,874,54.5,1056,65.8,TRUE,"High School"
"2014-2015",37,68411,3738226,"SAN DIEGO","SWEETWATER UNION HIGH","SWEETWATER HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2761,1815,65.7,2249,81.5,2613,1729,66.2,2150,82.3,TRUE,"High School"
"2014-2015",37,68411,3738234,"SAN DIEGO","SWEETWATER UNION HIGH","MONTGOMERY SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1723,861,50,1107,64.2,1631,819,50.2,1057,64.8,TRUE,"High School"
"2014-2015",37,68411,6059745,"SAN DIEGO","SWEETWATER UNION HIGH","BONITA VISTA MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",1209,353,29.2,468,38.7,1209,353,29.2,468,38.7,TRUE,"Middle School"
"2014-2015",37,68411,6059752,"SAN DIEGO","SWEETWATER UNION HIGH","CASTLE PARK MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",879,627,71.3,764,86.9,879,627,71.3,764,86.9,TRUE,"Middle School"
"2014-2015",37,68411,6059760,"SAN DIEGO","SWEETWATER UNION HIGH","CHULA VISTA MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",876,573,65.4,708,80.8,876,573,65.4,708,80.8,TRUE,"Middle School"
"2014-2015",37,68411,6059778,"SAN DIEGO","SWEETWATER UNION HIGH","GRANGER JUNIOR HIGH","High School District","Junior High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","9",921,609,66.1,762,82.7,921,609,66.1,762,82.7,TRUE,"Middle School"
"2014-2015",37,68411,6059786,"SAN DIEGO","SWEETWATER UNION HIGH","MAR VISTA ACADEMY FOR PROBLEM BASED LEARNING","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",868,556,64.1,679,78.2,868,556,64.1,679,78.2,TRUE,"Middle School"
"2014-2015",37,68411,6059794,"SAN DIEGO","SWEETWATER UNION HIGH","NATIONAL CITY MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",768,565,73.6,688,89.6,768,565,73.6,688,89.6,TRUE,"Middle School"
"2014-2015",37,68411,6062004,"SAN DIEGO","SWEETWATER UNION HIGH","HILLTOP MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",1132,540,47.7,724,64,1132,540,47.7,724,64,TRUE,"Middle School"
"2014-2015",37,68411,6062012,"SAN DIEGO","SWEETWATER UNION HIGH","SOUTHWEST MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",675,489,72.4,583,86.4,675,489,72.4,583,86.4,TRUE,"Middle School"
"2014-2015",37,68411,6070890,"SAN DIEGO","SWEETWATER UNION HIGH","MONTGOMERY MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",888,505,56.9,659,74.2,888,505,56.9,659,74.2,TRUE,"Middle School"
"2014-2015",37,68411,6114276,"SAN DIEGO","SWEETWATER UNION HIGH","RANCHO DEL REY MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",1628,264,16.2,378,23.2,1628,264,16.2,378,23.2,TRUE,"Middle School"
"2014-2015",37,68411,6117154,"SAN DIEGO","SWEETWATER UNION HIGH","SWEETWATER COMMUNITY DAY","High School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",FALSE,NA,"",FALSE,"7","9",24,20,83.3,21,87.5,24,20,83.3,21,87.5,TRUE,"Other"
"2014-2015",37,68411,6120968,"SAN DIEGO","SWEETWATER UNION HIGH","EASTLAKE MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",1711,249,14.6,330,19.3,1711,249,14.6,330,19.3,TRUE,"Middle School"
"2014-2015",37,68437,101220,"SAN DIEGO","VALLECITOS ELEMENTARY","RAI ONLINE CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,518,"DIRECTLY FUNDED",TRUE,"K","12",144,63,43.8,84,58.3,141,63,44.7,83,58.9,TRUE,"Elementary School"
"2014-2015",37,68437,128470,"SAN DIEGO","VALLECITOS ELEMENTARY","TAYLION SAN DIEGO ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",TRUE,1559,"DIRECTLY FUNDED",TRUE,"K","12",51,27,52.9,34,66.7,45,24,53.3,30,66.7,TRUE,"Elementary School"
"2014-2015",37,68437,6040562,"SAN DIEGO","VALLECITOS ELEMENTARY","VALLECITOS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","8",201,162,80.6,181,90,194,159,82,175,90.2,TRUE,"Elementary School"
"2014-2015",37,68452,1,"SAN DIEGO","VISTA UNIFIED","NONPUBLIC, NONSECTARIAN SCHOOLS","Unified School District",NA,NA,"",NA,NA,NA,NA,"","",34,8,23.5,8,23.5,28,7,25,7,25,TRUE,NA
"2014-2015",37,68452,100925,"SAN DIEGO","VISTA UNIFIED","TEMPLE HEIGHTS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",674,350,51.9,456,67.7,659,343,52,447,67.8,TRUE,"Elementary School"
"2014-2015",37,68452,100933,"SAN DIEGO","VISTA UNIFIED","HANNALEI ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",665,456,68.6,526,79.1,665,456,68.6,526,79.1,TRUE,"Elementary School"
"2014-2015",37,68452,105882,"SAN DIEGO","VISTA UNIFIED","FOOTHILL OAK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",748,642,85.8,698,93.3,726,623,85.8,679,93.5,TRUE,"Elementary School"
"2014-2015",37,68452,106120,"SAN DIEGO","VISTA UNIFIED","SIATECH","Unified School District","High Schools (Public)","TRADITIONAL","",TRUE,627,"DIRECTLY FUNDED",TRUE,"11","12",1193,1146,96.1,1149,96.3,226,218,96.5,219,96.9,TRUE,"High School"
"2014-2015",37,68452,111237,"SAN DIEGO","VISTA UNIFIED","MARYLAND ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",604,539,89.2,579,95.9,591,527,89.2,567,95.9,TRUE,"Elementary School"
"2014-2015",37,68452,114264,"SAN DIEGO","VISTA UNIFIED","NORTH COUNTY TRADE TECH HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",TRUE,884,"DIRECTLY FUNDED",TRUE,"9","12",152,63,41.4,78,51.3,144,60,41.7,74,51.4,TRUE,"High School"
"2014-2015",37,68452,114637,"SAN DIEGO","VISTA UNIFIED","VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"6","8",791,355,44.9,423,53.5,791,355,44.9,423,53.5,TRUE,"Middle School"
"2014-2015",37,68452,115451,"SAN DIEGO","VISTA UNIFIED","MAJOR GENERAL RAYMOND MURRAY HIGH","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","",FALSE,NA,"",FALSE,"10","12",192,140,72.9,151,78.6,137,98,71.5,105,76.6,TRUE,"Other"
"2014-2015",37,68452,118430,"SAN DIEGO","VISTA UNIFIED","MISSION VISTA HIGH","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",FALSE,NA,"",FALSE,"9","12",1569,284,18.1,414,26.4,1528,276,18.1,402,26.3,TRUE,"Other"
"2014-2015",37,68452,124917,"SAN DIEGO","VISTA UNIFIED","GUAJOME LEARNING CENTER","Unified School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,1351,"DIRECTLY FUNDED",TRUE,"K","12",93,15,16.1,18,19.4,85,13,15.3,16,18.8,TRUE,"Elementary School"
"2014-2015",37,68452,126300,"SAN DIEGO","VISTA UNIFIED","VISTA VISIONS ACADEMY","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",FALSE,NA,"",FALSE,"K","12",95,31,32.6,39,41.1,93,31,33.3,39,41.9,TRUE,"Other"
"2014-2015",37,68452,128223,"SAN DIEGO","VISTA UNIFIED","BELLA MENTE MONTESSORI ACADEMY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",TRUE,1515,"DIRECTLY FUNDED",TRUE,"K","8",536,68,12.7,95,17.7,509,66,13,90,17.7,TRUE,"Elementary School"
"2014-2015",37,68452,3730207,"SAN DIEGO","VISTA UNIFIED","VISTA ADULT TRANSITION CENTER","Unified School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",FALSE,NA,"",FALSE,"Adult","Adult",94,35,37.2,44,46.8,13,6,46.2,8,61.5,TRUE,"Other"
"2014-2015",37,68452,3730728,"SAN DIEGO","VISTA UNIFIED","RANCHO BUENA VISTA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2532,1047,41.4,1317,52,2453,1013,41.3,1274,51.9,TRUE,"High School"
"2014-2015",37,68452,3730942,"SAN DIEGO","VISTA UNIFIED","GUAJOME PARK ACADEMY CHARTER","Unified School District","High Schools (Public)","TRADITIONAL","",TRUE,50,"DIRECTLY FUNDED",TRUE,"K","12",1275,568,44.5,651,51.1,1267,568,44.8,651,51.4,TRUE,"High School"
"2014-2015",37,68452,3732039,"SAN DIEGO","VISTA UNIFIED","ALTA VISTA HIGH (CONTINUATION)","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","",FALSE,NA,"",FALSE,"9","12",180,131,72.8,143,79.4,119,93,78.2,101,84.9,TRUE,"Other"
"2014-2015",37,68452,3738705,"SAN DIEGO","VISTA UNIFIED","VISTA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2567,1376,53.6,1625,63.3,2477,1332,53.8,1568,63.3,TRUE,"High School"
"2014-2015",37,68452,6040588,"SAN DIEGO","VISTA UNIFIED","BEAUMONT ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",510,355,69.6,407,79.8,498,347,69.7,397,79.7,TRUE,"Elementary School"
"2014-2015",37,68452,6040596,"SAN DIEGO","VISTA UNIFIED","BOBIER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",671,590,87.9,650,96.9,657,577,87.8,637,97,TRUE,"Elementary School"
"2014-2015",37,68452,6040604,"SAN DIEGO","VISTA UNIFIED","CALIFORNIA AVENUE ELEMENTARY","Unified School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",FALSE,NA,"",FALSE,"K","8",17,4,23.5,4,23.5,17,4,23.5,4,23.5,TRUE,"Other"
"2014-2015",37,68452,6040620,"SAN DIEGO","VISTA UNIFIED","GRAPEVINE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",634,488,77,568,89.6,621,478,77,558,89.9,TRUE,"Elementary School"
